study,source,scan_id,crosscut,manual_code,manual_rep,groove_left_manual,groove_right_manual
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 1-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 1-Land 3,125,kr,1,465.3447283036945,1915.5542585321055
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 1-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 1-Land 4,150,kr,1,591.2086791875686,1837.418679792594
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 1-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 1-Land 5,100,kr,1,433.52303557994514,1901.306918284192
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 1-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 1-Land 6,150,kr,1,473.61103495035536,1925.214266087172
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 2-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 2-Land 1,150,kr,1,473.24271186896715,1891.2984483654695
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 2-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 2-Land 2,75,kr,1,468.60687751629825,1908.7661768245268
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 2-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 2-Land 3,125,kr,1,409.83935531715423,1900.3561048592296
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 2-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 2-Land 4,50,kr,1,444.8011979117149,1730.3236431619655
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 2-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 2-Land 5,200,kr,1,443.90793023825,1893.564384384503
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 2-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 2-Land 6,200,kr,1,380.23028704353817,1826.8731964726182
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 3-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 3-Land 1,175,kr,1,462.61220315283845,1887.6555011773619
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 3-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 3-Land 2,150,kr,1,441.2363424391962,1810.0107131771686
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 3-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 3-Land 3,100,kr,1,476.1393266258797,1601.6110398439469
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 3-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 3-Land 4,225,kr,1,498.3759799962264,1890.0310150855603
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 3-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 3-Land 5,150,kr,1,437.2357180994468,1860.7442935192705
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 2-Kit KG-Bullet 3-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KG-Bullet 3-Land 6,100,kr,1,470.4204426501477,1921.6963171165899
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U14-Land 1-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U14-Land 1,125,kr,1,411.73827880164487,1884.8737866592064
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U14-Land 2-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U14-Land 2,125,kr,1,399.7005043580531,1814.3810368922316
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U14-Land 3-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U14-Land 3,100,kr,1,429.2168622099274,1873.6144352013346
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U14-Land 4-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U14-Land 4,75,kr,1,483.8072389903542,1888.0415787844304
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U14-Land 5-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U14-Land 5,75,kr,1,484.77535831383284,1876.7416575075938
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U14-Land 6-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U14-Land 6,125,kr,1,437.68258837957285,1871.9045778318732
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U27-Land 1-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U27-Land 1,200,kr,1,568.0435335276454,2045.6798779864037
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U27-Land 2-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U27-Land 2,100,kr,1,461.35111288448684,1908.0135027881292
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U27-Land 3-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U27-Land 3,150,kr,1,446.42510907424634,1897.6018872135662
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U27-Land 4-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U27-Land 4,100,kr,1,389.511763666978,1817.854884687038
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U27-Land 5-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U27-Land 5,150,kr,1,404.3627547995842,1842.8221709579093
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U27-Land 6-Sneox2-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U27-Land 6,200,kr,1,452.95072384751205,1919.8406221647504
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U33-Land 1-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U33-Land 1,125,kr,1,477.3590412339814,1716.8889330182187
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U33-Land 2-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U33-Land 2,50,kr,1,433.93131829813467,1767.651845525778
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U33-Land 3-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U33-Land 3,100,kr,1,417.61548703208956,1764.575961145314
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U33-Land 4-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U33-Land 4,125,kr,1,418.57806531780886,1876.0830332700525
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U33-Land 5-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U33-Land 5,125,kr,1,452.8942416517999,1856.612772358535
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U33-Land 6-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U33-Land 6,125,kr,1,482.19938224639304,1906.1691367270637
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U36-Land 1-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U36-Land 1,75,kr,1,454.08815088059373,1889.7864215139018
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U36-Land 2-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U36-Land 2,75,kr,1,422.21179261989715,1871.181771782097
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U36-Land 3-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U36-Land 3,100,kr,1,488.16977747705096,1861.0621511422007
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U36-Land 4-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U36-Land 4,150,kr,1,438.0605666137802,1868.8010564708168
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U36-Land 5-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U36-Land 5,100,kr,1,442.42396860230025,1885.8204145966015
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U36-Land 6-Sneox1-20x-auto light left image +20 perc. x10-threshold 2-resolution 4-Connor Hergenreter.x3p,Unknowns-U36-Land 6,150,kr,1,383.2324385292045,1830.838360983419
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U45-Land 1-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U45-Land 1,225,kr,1,438.619728696166,1879.4896418373662
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U45-Land 2-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U45-Land 2,225,kr,1,460.7435396763633,1880.9069788228662
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U45-Land 3-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U45-Land 3,300,kr,1,371.5868218917011,1815.737924531031
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U45-Land 4-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U45-Land 4,225,kr,1,431.0407649302425,1892.089485298634
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U45-Land 5-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U45-Land 5,250,kr,1,494.3084177404986,1937.9780138672627
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U45-Land 6-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U45-Land 6,250,kr,1,391.79206067765614,1824.0465221990967
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U49-Land 1-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U49-Land 1,225,kr,1,432.38986171525164,1847.5463954104962
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U49-Land 2-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U49-Land 2,225,kr,1,373.4619410639133,1814.1709285456802
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U49-Land 3-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U49-Land 3,200,kr,1,376.1129628583236,1837.7122183774075
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U49-Land 4-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U49-Land 4,250,kr,1,388.146623890032,1874.6741110324742
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U49-Land 5-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U49-Land 5,150,kr,1,490.3281815015155,1940.6054699023173
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U49-Land 6-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U49-Land 6,225,kr,1,282.89273663553496,1735.2993256037912
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U56-Land 1-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U56-Land 1,175,kr,1,391.2260067537624,1791.9856227698142
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U56-Land 2-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U56-Land 2,275,kr,1,417.05290750763345,1869.286713136283
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U56-Land 3-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U56-Land 3,225,kr,1,398.4569557284319,1861.5570547660204
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U56-Land 4-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U56-Land 4,225,kr,1,433.1216251900911,1892.837203516652
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U56-Land 5-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U56-Land 5,300,kr,1,330.1981117234301,1785.6330675090699
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U56-Land 6-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U56-Land 6,175,kr,1,457.7228619278392,1853.3154938103578
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U65-Land 1-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U65-Land 1,150,kr,1,423.0392400778297,1670.5518915471125
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U65-Land 2-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U65-Land 2,200,kr,1,511.5667781229931,1723.4691220911704
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U65-Land 3-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U65-Land 3,200,kr,1,485.57411244295537,1940.0032828571357
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U65-Land 4-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U65-Land 4,150,kr,1,441.90573267402567,1862.4875785350569
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U65-Land 5-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U65-Land 5,175,kr,1,438.2520052492883,1893.6225907711512
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit HD-U65-Land 6-Sneox1-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,Unknowns-U65-Land 6,200,kr,1,339.4705286094994,1818.0758149334804
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 1-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 1-Land 1,225,kr,1,220.1856097201955,1689.8391944939153
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 1-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 1-Land 2,225,kr,1,246.83344211459564,1720.4339404302038
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 1-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 1-Land 3,225,kr,1,266.7204764353746,1355.6883212539105
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 1-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 1-Land 4,275,kr,1,369.7384925471272,1859.9909852168703
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 1-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 1-Land 5,175,kr,1,334.7057399633611,1801.4787554332268
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 1-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 1-Land 6,200,kr,1,364.8246181664957,1840.6471610480103
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 2-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 2-Land 1,150,kr,1,383.2026765465722,1846.3485123505295
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 2-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 2-Land 2,300,kr,1,273.88581210445534,1713.8765629588586
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 2-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 2-Land 3,250,kr,1,368.38226132441605,1784.1041522705586
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 2-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 2-Land 4,200,kr,1,428.44638424963233,1886.957984550486
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 2-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 2-Land 5,200,kr,1,302.5444558102,1386.8463034823287
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 2-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 2-Land 6,250,kr,1,445.1401392536384,1901.9933582851752
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 3-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 3-Land 1,175,kr,1,470.72514839494386,1918.5301104805594
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 3-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 3-Land 2,150,kr,1,420.53173098558244,1862.3638101747674
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 3-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 3-Land 3,200,kr,1,325.82840469492777,1793.147720429712
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 3-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 3-Land 4,275,kr,1,298.3419868644743,1778.6823058902855
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 3-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 3-Land 5,275,kr,1,311.3360857099566,1797.42145077754
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KF-Bullet 3-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KF-Bullet 3-Land 6,225,kr,1,463.5785942421094,1944.7222710993567
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 1-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 1-Land 1,275,kr,1,356.17524948896124,1761.681325481142
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 1-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 1-Land 2,225,kr,1,458.61807828161886,1926.8445065493122
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 1-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 1-Land 3,200,kr,1,377.66893179178504,1816.8525134175616
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 1-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 1-Land 4,225,kr,1,478.1002411734752,1940.4012172654031
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 1-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 1-Land 5,200,kr,1,476.13788563963266,1934.9018851326493
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 1-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 1-Land 6,200,kr,1,360.3183022313515,1807.221233646986
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 2-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 2-Land 1,200,kr,1,466.867708373521,1850.4781544454997
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 2-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 2-Land 2,175,kr,1,515.7037865284169,1974.4652450899741
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 2-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 2-Land 3,275,kr,1,493.96734489213827,1953.3970684289156
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 2-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 2-Land 4,250,kr,1,350.11191934718005,1824.650021373271
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 2-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 2-Land 5,225,kr,1,387.71234364931615,1842.6763801368222
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 2-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 2-Land 6,125,kr,1,455.7407650406242,1937.352820264536
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 3-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 3-Land 1,200,kr,1,451.4741793265724,1793.798723982387
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 3-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 3-Land 2,275,kr,1,383.49280155679224,1861.06477575178
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 3-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 3-Land 3,175,kr,1,461.49013527169234,1844.3565119130876
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 3-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 3-Land 4,200,kr,1,407.27791146505035,1882.5630473417727
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 3-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 3-Land 5,100,kr,1,498.15405211687715,1947.0541556637936
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KG-Bullet 3-Land 6-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Marco Yepez.x3p,KG-Bullet 3-Land 6,275,kr,1,337.99341767917883,1799.2144978985966
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KH-Bullet 1-Land 1-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KH-Bullet 1-Land 1,125,kr,1,405.22626365471206,1785.2455265898661
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KH-Bullet 1-Land 2-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KH-Bullet 1-Land 2,150,kr,1,420.1903840738379,1866.8214358227451
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KH-Bullet 1-Land 3-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KH-Bullet 1-Land 3,125,kr,1,404.2205805955633,1881.4164969337658
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KH-Bullet 1-Land 4-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KH-Bullet 1-Land 4,200,kr,1,384.3051967997147,1878.3055633799418
houston-test,../conversion/Houston-Rescan/x3p//HTX-Group 3-Kit KH-Bullet 1-Land 5-Sneox2-20x-auto light left image +20 perc.-threshold 2-resolution 4-Connor Hergenreter.x3p,KH-Bullet 1-Land 5,150,kr,1,445.7779243021257,1915.8173071699064
